text,intent
che duplica informe.docx dentro de docs/,copiar
porfa mostrame los .pdf que haya en docs/,listarTipo
encontra proyectos,buscarCarpeta
eh convertir texto.txt a PDF,archivoAaPDF
haceme el favor de borra lo que diga dato en notas.txt,sacarLoQueDice
clonar la carpeta imagenes/ en backup/,dupdic
dale mostrame el contenido de reporte.txt,leerArchivo
seria  bueno  si  listar  todos  los  archivos  .csv  en  docs/,listarTipo
quiero extrae el texto de reporte.pdf,PDFaTexto
necesito localiza plan.pdff,buscarArchivo
eh mostrame los .txt que haya en proyectos/,listarTipo
por favor pasa informe.docx a backup/,copiar
quiero hace una copia de plan.txt en seguridad/,copiar
por favor borra basura.pdf que ya no sirve,eliminARchivo
che duplica plan.txt dentro de seguridad/,copiar
dale buscar la carpeta documentos,buscarCarpeta
dale move proyectos/ dentro de archibos/,movdic
cuando puedas encontrar imagenes en todo el disco,buscarCarpeta
porfa sustitui mundo con planeta en notas.txt,reemplazar
dale duplica imagenes/ a backup/,dupdic
por favor convertir reporte.pdf a texto,PDFaTexto
podes saca todo lo que diga resumen en plan.txt,sacarLoQueDice
cuando puedas traslada reportes/ hacia respaldo/,movdic
dale  mover  notas.txt  a  backup/,mover
seria bueno si reemplaza mundo por nuevo resumen en reporte.txt,reemplazar
cuando  puedas  transformar  reporte.txt  a  PDF,archivoAaPDF
cuando puedas hace una copia de plan.txt en docs/,copiar
cuando puedas converti texto.txt en formato pdf,archivoAaPDF
eh mostrame el contenido de reporte.txt,leerArchivo
por favor duplica informe.docx dentro de seguridad/,copiar
eh localiza informe.txt,buscarArchivo
cuando puedas quitar el archivo reporte.docx,eliminARchivo
cuando puedas converti informe.pdf en texto plano,PDFaTexto
che  duplica  reportes/  a  backup/,dupdic
quiero haceme escribir nuevo.txt,crea
SERIA BUENO SI CONVERTI REPORTE.PDF EN TEXTO PLANO,PDFaTexto
eh deja plan.txt con el nombre notas_nuevo.txt,renombrar
quiero pasa datos.csv a seguridad/,copiar
necesito copiar la carpeta reportes/ en archivos/,dupdic
che hace una copia de imagenes/ dentro de archivos/,dupdic
por favor sustitui dato con chau en reporte.txt,reemplazar
extrae el texto de informe.pdf,leerPDF
crea notas.txt,crea
seria bueno si localiza reporte.docx,buscarArchivo
cuando puedas borra viejo.txt que ya no sirve,eliminARchivo
podes duplica plan.txt dentro de docs/,copiar
dale genera el archivo notas.txt,crea
extrae el teto de documento.pdff,leerPDF
duplica plan.txt dentro de docs/,copiar
localiza informe.txt,buscarArchivo
escribi adios despues de hola en notas.txt,modificaDondeDice
podes reemplaza dato por planeta en notas.txt,reemplazar
ponele reporte_final.docx a plan.txt,renombrar
mostrar el contenido de reporte.pdf,leerPDF
seria bueno si pasa notas.txt dentro de backup/,mover
ver el archivo notas.txt,leerArchivo
leer el contenido de reporte.pdf,leerPDF
eh move imagenes/ dentro de backup/,movdic
elimina la palabra hola de notas.txt,sacarLoQueDice
DALE INSERTA INFORMACION ACTUALIZADA ANTES DE TOTAL EN PLAN.TXT,modificaDondeDice
seria bueno si pasa informe.txt a pdf,archivoAaPDF
haceme el favor de hace una copia de informe.docx en docs/,copiar
seria bueno si converti reporte.pdf en texto plano,PDFaTexto
dale inserta informacion actualizada antes de resumen en notas.txt,modificaDondeDice
seria bueno si mostrame lo que dice informe.pdf,leerPDF
quiero  traslada  reportes/  hacia  respaldo/,movdic
che duplica datos.csv dentro de backup/,copiar
dale cambia la palabra hola por planeta en reporte.txt,reemplazar
por favor hace texto de informe.pfd,PDFaTexto
porfa borra lo que diga hola en reporte.txt,sacarLoQueDice
seria bueno si cambia la palabra resumen por nuevo resumen en plan.txt,reemplazar
necesito  mostrar  el  archivo  informe.txt,leerArchivo
dale genera el archivo reporte.docx,crea
haceme el favor de mostrame los .csv que haya en proyectos/,listarTipo
por favor renombrar plan.txt por notas_nuevo.txt,renombrar
HACEME EL FAVOR DE PRODUCIR UN ARCHIVO LLAMADO DIARIO.TXT,crea
cuando puedas saca basura.pdf,eliminARchivo
necesito sustitui hola con nuevo dato en reporte.txt,reemplazar
cuando puedas reubicar la carpeta proyectos/ a respaldo/,movdic
dale pasa texto.txt a pdf,archivoAaPDF
dale localiza reporte.docx,buscarArchivo
seria bueno si duplica proyectos/ a backup/,dupdic
haceme el favor de reubicar plan.txt a proyectos/,mover
por favor elimina la palabra hola de reporte.txt,sacarLoQueDice
porfa hace texto de informe.pdf,PDFaTexto
haceme el favor de ponele notas_nuevo.txt a reporte.docx,renombrar
quiero transforma notas.txt en un pdf,archivoAaPDF
podes leer el archivo notas.txt,leerArchivo
cuando puedas eliminar el archibo viejo.txt,eliminARchivo
haceme el favor de escribi calculo despues de resumen en plan.txt,modificaDondeDice
podes sustitui mundo con planeta en plan.txt,reemplazar
podes pasar reporte.pdf a texto,PDFaTexto
necesito converti texto.txt en formato pdf,archivoAaPDF
cuando puedas converti reporte.txt en formato pdf,archivoAaPDF
quiero converti notas.txt en formato pdf,archivoAaPDF
haceme el favor de traslada reporte.docx hacia proyectos/,mover
por favor converti notas.txt en formato pdf,archivoAaPDF
cuando puedas crea reporte.docx,crea
por favor inserta calculo antes de resumen en reporte.txt,modificaDondeDice
podes genera el archivo notas.txt,crea
cambia el nombre de plan.txt a reporte_final.docx,renombrar
podes extrae el texto de informe.pdf,PDFaTexto
che cambia el nombre de plan.txt a plan_2025.txt,renombrar
quiero abri reporte.txt,leerArchivo
che cambia la palabra dato por chau en notas.txt,reemplazar
borra  lo  que  diga  total  en  plan.txt,sacarLoQueDice
eh pasa notas.txt dentro de backup/,mover
cuando puedas renombrar datos.csv por dataset.csv,renombrar
eh encontrar el archivo llamado plan.pdf,buscarArchivo
podes borra lo que diga hola en notas.txt,sacarLoQueDice
traslada plan.txt hacia proyectos/,mover
haceme el favor de mostrame lo que dice reporte.pdf,leerPDF
dale buscar imagenes en todo el disco,buscarCarpeta
quiero quiero producir notas.txt,crea
cuando puedas saca todo lo que diga resumen en reporte.txt,sacarLoQueDice
haceme el favor de renombra reporte.docx a reporte_final.docx,renombrar
dale  renombra  reporte.docx  a  reporte_final.docx,renombrar
dale leer el contenido de documento.pdf,leerPDF
necesito localiza informe.txt,buscarArchivo
quiero cambia resumen por nuevo resumen dentro de notas.txt,reemplazar
por favor mostrame los .txt que haya en backup/,listarTipo
porfa quiero remover log.txt,eliminARchivo
eh localizar informe.txt en todo el disco,buscarArchivo
PORFA RENOMBRA DATOS.CSV A DATASET.CSV,renombrar
mostrar informe.txt,leerArchivo
quiero saca log.txt,eliminARchivo
necesito duplica datos.csv dentro de docs/,copiar
haceme el favor de localiza reporte.docx,buscarArchivo
podes cambia la palabra resumen por planeta en notas.txt,reemplazar
necesito necesito armar un nuevo archivo nuevo.txt,crea
por favor hace una copia de imagenes/ dentro de backup/,dupdic
quiero borra lo que diga total en plan.txt,sacarLoQueDice
haceme el favor de reemplaza hola por nuevo resumen en notas.txt,reemplazar
podes quita total del archivo notas.txt,sacarLoQueDice
porfa localizar documentos en todo el disco,buscarCarpeta
seria bueno si localizar la carpeta imagenes,buscarCarpeta
dale pone nuevo resumen donde dice resumen dentro de reporte.txt,modificaDondeDice
dale sustitui hola con chau en reporte.txt,reemplazar
eh genera el archivo diario.txt,crea
por favor renombra datos.csv a reporte_final.docx,renombrar
por  favor  pasa  notas.txt  dentro  de  backup/,mover
eh clonar informe.docx a seguridad/,copiar
necesito duplicar plan.txt a docs/,copiar
podes quita total del archivo reporte.txt,sacarLoQueDice
por favor genera el archivo nuevo.txt,crea
che quitar basura.pdf,eliminARchivo
quiero cambia resumen por nuevo resumen dentro de notas.txt,reemplazar
podes localiza plan.pdf,buscarArchivo
podes buscar plan.pdf en todo el disco,buscarArchivo
porfa genera el archivo diario.txt,crea
dale clonar la carpeta imagenes/ en respaldo/,dupdic
haceme el favor de hace un pdf con texo.txt,archivoAaPDF
extrae el texto de documento.pdf,leerPDF
PORFA PONE ADIOS DONDE DICE DATO DENTRO DE PLAN.TXT,modificaDondeDice
buscar todos los archivos .csv en proyectos/,listarTipo
che sustitui hola con planeta en plan.txt,reemplazar
eh buscar el archivo llamado informe.txt,buscarArchivo
seria bueno si agrega adios donde diga total en reporte.txt,modificaDondeDice
dale hace un pdf con reporte.txt,archivoAaPDF
haceme el favor de traslada reporte.docx hacia proyectos/,mover
quiero localizar la carpeta documentos,buscarCarpeta
por favor reemplaza dato por planeta en notas.txt,reemplazar
CHE HACE UNA COPIA DE INFORME.DOCX EN SEGURIDAD/,copiar
quiero duplica datos.csv dentro de docs/,copiar
porfa renombrar reporte.docx por dataset.csv,renombrar
seria bueno si lista los archivos .csv dentro de backup/,listarTipo
che mostrame el contenido de informe.txt,leerArchivo
por favor mostrame los .txt que haya en proyectos/,listarTipo
eh traslada reporte.docx hacia proyectos/,mover
quiero move reporte.docx al directorio docs/,mover
haceme el favor de sacar basura.pfd,eliminARchivo
seria bueno si sacar el archivo basura.pdf,eliminARchivo
podes pasa datos.csv a backup/,copiar
dale encontra el archivo plan.pdf,buscarArchivo
por favor hace una copia de proyectos/ dentro de archivos/,dupdic
dale  quiero  leer  informe.txt,leerArchivo
podes borra lo que diga total en notas.txt,sacarLoQueDice
porfa pone adios donde dice total dentro de notas.txt,modificaDondeDice
duplicar datos.csv a seguridad/,copiar
quiero escribi nuevo resumen despues de resumen en plan.txt,modificaDondeDice
dale traslada plan.txt hacia docs/,mover
seria bueno si necesito crear un nuevo archibo reporte.docx,crea
dale encontra el archivo reporte.docx,buscarArchivo
LOCALIZAR LA CARPETA PROYECTOS,buscarCarpeta
haceme el favor de traslada notas.txt hacia docs/,mover
haceme el favor de quiero leer informe.txt,leerArchivo
seria bueno si mostrame los .txt que haya en backup/,listarTipo
necesito pasa plan.txt a docs/,copiar
haceme el favor de hace una copia de informe.docx en backup/,copiar
seria bueno si lista los archivos .pdf dentro de docs/,listarTipo
trasladar notas.txt a proyectos/,mover
haceme el favor de buscar proyectos en todo el disco,buscarCarpeta
eh consultar el archivo reporte.txt,leerArchivo
che move plan.txt al directorio proyectos/,mover
por favor trasladar la carpeta proyectos/ a archivos/,movdic
quiero move proyectos/ dentro de backup/,movdic
haceme el favor de necesito crear un nuevo archivo nuevo.txt,crea
haceme el favor de deja plan.txt con el nombre plan_2025.txt,renombrar
haceme el favor de eliminar el archivo viejo.txt,eliminARchivo
haceme el favor de cambia el nombre de reporte.docx a notas_nuevo.txt,renombrar
dale verificar el archivo llamado reporte.docx,buscarArchivo
necesito necesito hacer un nuevo archivo notas.txt,crea
che mostrame los .csv que haya en docs/,listarTipo
che hace una copia de imagenes/ dentro de archivos/,dupdic
porfa traslada plan.txt hacia backup/,mover
dale mostrame los .csv que haya en backup/,listarTipo
cuando puedas borra viejo.txt que ya no sirve,eliminARchivo
seria bueno si pasa reporte.docx dentro de proyectos/,mover
porfa cambia resumen por nuevo resumen dentro de reporte.txt,reemplazar
necesito ponele reporte_final.docx a notas.txt,renombrar
haceme el favor de pasa datos.csv a seguridad/,copiar
dale encontra imagenes,buscarCarpeta
necesito hace una copia de datos.csv en backup/,copiar
seria bueno si traslada imagenes/ hacia respaldo/,movdic
porfa trasladar la carpeta imagenes/ a backup/,movdic
dale saca todo lo que diga resumen en plan.txt,sacarLoQueDice
eh hace un pdf con texto.txt,archivoAaPDF
necesito crea nuevo.txt,crea
cuando puedas extrae el texto de documento.pdf,leerPDF
dale traslada reporte.docx hacia docs/,mover
che  localizar  la  carpeta  documentos,buscarCarpeta
haceme el favor de mostrame los .txt que haya en proyectos/,listarTipo
haceme  el  favor  de  duplica  imagenes/  a  respaldo/,dupdic
haceme el favor de localiza reporte.docx,buscarArchivo
podes pasa texto.txt a pdf,archivoAaPDF
quiero ver notas.txt,leerArchivo
quiero move reporte.docx al directorio docs/,mover
necesito borra lo que diga total en plan.txt,sacarLoQueDice
mostrar el contenido de reporte.pdf,leerPDF
dale lista los archivos .pdf dentro de docs/,listarTipo
necesito move proyectos/ dentro de archivos/,movdic
eh ponele plan_2025.txt a plan.txt,renombrar
quiero sustitui mundo con planeta en reporte.txt,reemplazar
necesito mostrar el archivo informe.txt,leerArchivo
dale sacar reporte.pdf a texto,PDFaTexto
inserta calculo antes de hola en reporte.txt,modificaDondeDice
podes saca viejo.txt,eliminARchivo
haceme el favor de mostrame los .csv que haya en proyectos/,listarTipo
che hace un pdf con notas.txt,archivoAaPDF
seria bueno si lista los archivos .txt dentro de proyectos/,listarTipo
por favor extrae el texto de documento.pdf,leerPDF
PORFA TRASLADAR REPORTE.DOCX A DOCS/,mover
quiero move proyectos/ dentro de backup/,movdic
seria bueno si hace una copia de imagenes/ dentro de respaldo/,dupdic
dale hace un pdf con reporte.txt,archivoAaPDF
podes cambia el nombre de plan.txt a plan_2025.txt,renombrar
quiero traslada reporte.docx hacia backup/,mover
cuando puedas borra basura.pdf que ya no sirve,eliminARchivo
eh duplica reportes/ a archivos/,dupdic
podes pasa plan.txt dentro de docs/,mover
cuando puedas buscar proyectos en todo el disco,buscarCarpeta
quiero quitar el archivo viejo.txt,eliminARchivo
haceme el favor de hace texto de informe.pdf,PDFaTexto
CHE BORRA REPORTE.DOCX QUE YA NO SIRVE,eliminARchivo
porfa localiza la carpeta documentos,buscarCarpeta
haceme el favor de pasar documento.pdf a teto,PDFaTexto
che encontrar la carpeta proyectos,buscarCarpeta
che extraer el contenido de reporte.pdf,leerPDF
che borra lo que diga total en notas.txt,sacarLoQueDice
che extrae el texto de documento.pdf,leerPDF
dale saca reporte.docx,eliminARchivo
quiero pasa datos.csv a seguridad/,copiar
dale cambia la palabra mundo por planeta en notas.txt,reemplazar
porfa duplicar la carpeta imagenes/ en respaldo/,dupdic
che podes hacer un archivo reporte.docx,crea
cuando  puedas  mover  la  carpeta  imagenes/  a  archivos/,movdic
necesito encontra el archivo informe.txt,buscarArchivo
por favor buscar la carpeta documentos,buscarCarpeta
podes quita dato del archivo notas.txt,sacarLoQueDice
cuando puedas hace un pdf con reporte.txt,archivoAaPDF
eh sustitui dato con nuevo dato en plan.txt,reemplazar
quiero deja reporte.docx con el nombre reporte_final.docx,renombrar
NECESITO QUITA HOLA DEL ARCHIVO REPORTE.TXT,sacarLoQueDice
CUANDO PUEDAS SACAR EL ARCHIVO LOG.TXT,eliminARchivo
podes buscar proyectos en todo el disco,buscarCarpeta
reemplaza hola por planeta en notas.txt,reemplazar
porfa cambia hola por planeta dentro de reporte.txt,reemplazar
quiero hace una copia de datos.csv en seguridad/,copiar
quiero pasa notas.txt dentro de docs/,mover
cuando puedas pasa datos.csv a backup/,copiar
cuando puedas mostrame los .csv que haya en backup/,listarTipo
eh  buscar  la  carpeta  imagenes,buscarCarpeta
copiar la carpeta proyectos/ en respaldo/,dupdic
seria bueno si crea reporte.docx,crea
che haceme crar nuevo.txt,crea
cuando puedas mostrame el contenido de reporte.txt,leerArchivo
necesito mostrame lo que dice reporte.pdf,leerPDF
localiza la carpeta imagenes,buscarCarpeta
pasa texo.txt a pdf,archivoAaPDF
duplica imagenes/ a archivos/,dupdic
porfa quita resumen del archivo plan.txt,sacarLoQueDice
haceme el favor de clonar plan.txt a docs/,copiar
POR FAVOR QUIERO HACER NOTAS.TXT,crea
seria bueno si cambiar reporte.txt a PDF,archivoAaPDF
localizar imagenes en todo el disco,buscarCarpeta
encontra el archibo informe.txt,buscarArchivo
quiero encontra el archivo plan.pdf,buscarArchivo
necesito necesito producir un nuevo archivo notas.txt,crea
seria bueno si sustitui mundo con planeta en reporte.txt,reemplazar
podes duplica plan.txt dentro de seguridad/,copiar
eh elimnar basura.pdf,eliminARchivo
cuando puedas pasa informe.docx a docs/,copiar
cuando puedas lista los archivos .pdf dentro de backup/,listarTipo
seria bueno si mostrame los .pdf que haya en docs/,listarTipo
porfa extrae el texto de reporte.pdf,leerPDF
podes abri reporte.txt,leerArchivo
quiero encontrar plan.pdf en todo el disco,buscarArchivo
porfa duplica imagenes/ a respaldo/,dupdic
necesito localiza plan.pdf,buscarArchivo
dale respaldar la carpeta imagenes/ en archivos/,dupdic
por favor buscar imagenes en todo el disco,buscarCarpeta
porfa  inserta  adios  antes  de  resumen  en  plan.txt,modificaDondeDice
traslada reportes/ hacia archivos/,movdic
eh mover la carpeta imagenes/ a backup/,movdic
porfa inserta adios antes de hola en plan.txt,modificaDondeDice
seria bueno si duplica informe.docx dentro de seguridad/,copiar
eh duplica imagenes/ a respaldo/,dupdic
quiero encontra el archivo plan.pdf,buscarArchivo
seria bueno si buscar el archivo llamado reporte.docx,buscarArchivo
CHE ENCONTRA IMAGENES,buscarCarpeta
seria bueno si sustitui resumen con planeta en plan.txt,reemplazar
seria bueno si traslada reportes/ hacia respaldo/,movdic
quiero deja reporte.docx con el nombre notas_nuevo.txt,renombrar
che pasa reporte.docx dentro de proyectos/,mover
che quiero leer notas.txt,leerArchivo
eh quitar viejo.txt,eliminARchivo
cuando puedas abrir reporte.txt,leerArchivo
seria bueno si quiero eliminar reporte.docx,eliminARchivo
seria bueno si localiza la carpeta documentos,buscarCarpeta
che buscar imagenes en todo el disco,buscarCarpeta
borra basura.pdf que ya no sirve,eliminARchivo
che transformar informe.pdf a texto,PDFaTexto
borra lo que diga resumen en reporte.txt,sacarLoQueDice
por favor saca todo lo que diga total en notas.txt,sacarLoQueDice
haceme el favor de borrar el archivo reporte.docx,eliminARchivo
che escribi nuevo resumen despues de hola en notas.txt,modificaDondeDice
CUANDO PUEDAS ENCONTRAR PLAN.PDF EN TODO EL DISCO,buscarArchivo
quiero duplica datos.csv dentro de backup/,copiar
eh duplica reportes/ a archivos/,dupdic
seria bueno si encontrar plan.pdf en todo el disco,buscarArchivo
eh quita total del archibo plan.txt,sacarLoQueDice
dale localiza la carpeta documentos,buscarCarpeta
podes borra reporte.docx que ya no sirve,eliminARchivo
dale hace una copia de imagenes/ dentro de archvos/,dupdic
porfa converti reporte.txt en formato pdf,archivoAaPDF
necesito pasar reporte.txt a PDF,archivoAaPDF
dale sustitui resumen con planeta en plan.txt,reemplazar
podes cambia dato por nuevo dato dentro de plan.txt,reemplazar
porfa reemplaza mundo por nuevo dato en reporte.txt,reemplazar
che move plan.txt al directorio backup/,mover
POR FAVOR COPIAR LA CARPETA REPORTES/ EN BACKUP/,dupdic
porfa guardar informe.txt a PDF,archivoAaPDF
podes extrae el texto de reporte.pdf,leerPDF
haceme el favor de sustitui dato con nuevo dato en reporte.txt,reemplazar
por favor cambia resumen por nuevo resumen dentro de plan.txt,reemplazar
saca log.txt,eliminARchivo
extrae el texto de documento.pdf,leerPDF
cuando puedas hace una copia de proyectos/ dentro de archivos/,dupdic
seria bueno si borrar el archibo basura.pdf,eliminARchivo
haceme el favor de extrae el texto de reporte.pdf,PDFaTexto
por favor inserta nuevo resumen antes de total en reporte.txt,modificaDondeDice
ver el contenido de reporte.pdf,leerPDF
haceme el favor de lista los archivos .pdf dentro de proyectos/,listarTipo
eh transforma informe.txt en un pdf,archivoAaPDF
podes sustitui mundo con planeta en plan.txt,reemplazar
necesito reemplaza hola por planeta en plan.txt,reemplazar
haceme el favor de generar un archivo llamado reporte.docx,crea
quiero pasa informe.docx a seguridad/,copiar
quiero pasa plan.txt dentro de proyectos/,mover
seria bueno si inserta adios antes de total en notas.txt,modificaDondeDice
eh ponele plan_2025.txt a reporte.docx,renombrar
por favor encontra imagenes,buscarCarpeta
necesito mostrar el contenido de documento.pfd,leerPDF
por favor reubicar notas.txt a docs/,mover
quiero trasladar la carpeta reportes/ a respaldo/,movdic
podes abri informe.txt,leerArchivo
haceme el favor de cambia la palabra dato por nuevo resumen en notas.txt,reemplazar
saca  todo  lo  que  diga  resumen  en  notas.txt,sacarLoQueDice
por favor cambia dato por nuevo dato dentro de reporte.txt,reemplazar
NECESITO CAMBIA EL NOMBRE DE PLAN.TXT A REPORTE_FINAL.DOCX,renombrar
cuando puedas mostrame los .pdf que haya en proyectos/,listarTipo
dale mostrame lo que dice documento.pfd,leerPDF
PODES  VER  TODOS  LOS  ARCHIVOS  .CSV  EN  DOCS/,listarTipo
dale transforma informe.txt en un pdf,archivoAaPDF
cuando puedas duplica imagenes/ a backup/,dupdic
porfa pasa datos.csv a docs/,copiar
dale transforma informe.txt en un pdf,archivoAaPDF
necesito generar un nuevo archvo diario.txt,crea
localiza informe.txt,buscarArchivo
quiero ver el contenido de reporte.pdf,leerPDF
podes reemplaza resumen por nuevo dato en notas.txt,reemplazar
SERIA BUENO SI INSERTA ADIOS ANTES DE HOLA EN REPORTE.TXT,modificaDondeDice
cuando puedas move imagenes/ dentro de respaldo/,movdic
porfa quiero quitar viejo.txt,eliminARchivo
porfa deja plan.txt con el nombre reporte_final.docx,renombrar
cuando puedas reemplaza dato por planeta en notas.txt,reemplazar
quiero traslada plan.txt hacia docs/,mover
eh  escribi  informacion  actualizada  despues  de  hola  en  plan.txt,modificaDondeDice
che buscar proyectos en todo el disco,buscarCarpeta
quiero hace texto de informe.pdf,PDFaTexto
cuando puedas cambia el nombre de plan.txt a plan_2025.txt,renombrar
cuando puedas traslada imagenes/ hacia respaldo/,movdic
dale duplica imagenes/ a archvos/,dupdic
cuando puedas hace un pdf con texto.txt,archivoAaPDF
che deja notas.txt con el nombre plan_2025.txt,renombrar
seria bueno si respaldar la carpeta proyectos/ en archivos/,dupdic
abrir notas.txt,leerArchivo
dale extrae el texto de informe.pdf,leerPDF
podes mostrame el contenido de notas.txt,leerArchivo
che abri reporte.txt,leerArchivo
che duplicar informe.docx a docs/,copiar
por favor hace una copia de informe.docx en seguridad/,copiar
quiero elimina la palabra dato de reporte.txt,sacarLoQueDice
por favor extrae el texto de informe.pdf,leerPDF
cuando puedas hace texo de reporte.pdf,PDFaTexto
QUIERO SACAR DOCUMENTO.PDF A TEXTO,PDFaTexto
podes consultar el archivo informe.txt,leerArchivo
SERIA BUENO SI TRASLADA REPORTES/ HACIA RESPALDO/,movdic
seria bueno si pasa reporte.txt a pdf,archivoAaPDF
porfa encontrar informe.txt en todo el disco,buscarArchivo
seria bueno si leer el contenido de informe.pdf,leerPDF
por favor cambia hola por nuevo resumen dentro de notas.txt,reemplazar
cuando puedas leer el contenido de reporte.pdf,leerPDF
dale elimina la palabra resumen de reporte.txt,sacarLoQueDice
por favor pasar reporte.pdf a texto,PDFaTexto
por favor pasa reporte.docx dentro de backup/,mover
cuando puedas remover basura.pdf,eliminARchivo
quiero agrega calculo donde diga dato en plan.txt,modificaDondeDice
dale agrega nuevo resumen donde diga total en notas.txt,modificaDondeDice
por favor extrae el texo de informe.pdf,leerPDF
por favor hace una copia de informe.docx en backup/,copiar
podes pone informacion actualizada donde dice resumen dentro de plan.txt,modificaDondeDice
por favor trasladar plan.txt a proyectos/,mover
podes haceme crear diario.txt,crea
eh hace una copia de imagenes/ dentro de archivos/,dupdic
quiero reubicar la carpeta proyectos/ a respaldo/,movdic
borra viejo.txt que ya no sirve,eliminARchivo
quiero reubicar la carpeta reportes/ a archivos/,movdic
por favor hace texto de informe.pdf,PDFaTexto
cambia  el  nombre  de  reporte.docx  a  plan_2025.txt,renombrar
dale eliminar el archivo log.txt,eliminARchivo
porfa mostrame el contenido de notas.txt,leerArchivo
podes sustitui hola con nuevo resumen en notas.txt,reemplazar
eh pasa documento.pdf a txt,PDFaTexto
por favor cambia dato por chau dentro de plan.txt,reemplazar
dale mostrame los .txt que haya en proyectos/,listarTipo
porfa renombra datos.csv a reporte_final.docx,renombrar
PORFA HACE TEXTO DE REPORTE.PDF,PDFaTexto
inserta adios antes de resumen en plan.txt,modificaDondeDice
seria bueno si ver el contenido de informe.pdf,leerPDF
quiero move reporte.docx al directorio proyectos/,mover
seria bueno si hace una copia de informe.docx en seguridad/,copiar
haceme el favor de buscar todos los archivos .pdf en proyectos/,listarTipo
necesito localiza la carpeta proyectos,buscarCarpeta
CUANDO PUEDAS SACA VIEJO.TXT,eliminARchivo
haceme el favor de mostrame el contenido de informe.txt,leerArchivo
quiero pone adios donde dice dato dentro de reporte.txt,modificaDondeDice
che converti informe.txt en formato pdf,archivoAaPDF
dale ponele reporte_final.docx a datos.csv,renombrar
cuando puedas consultar el archivo notas.txt,leerArchivo
seria bueno si duplicar la carpeta imagenes/ en archivos/,dupdic
eh inserta nuevo resumen antes de total en plan.txt,modificaDondeDice
pasa informe.pdf a txt,PDFaTexto
cuando puedas clonar informe.docx a seguridad/,copiar
seria bueno si escribi calculo despues de dato en notas.txt,modificaDondeDice
dale verificar el archivo llamado plan.pdf,buscarArchivo
porfa lista los archivos .csv dentro de backup/,listarTipo
por favor transforma notas.txt en un pdf,archivoAaPDF
haceme el favor de quiero leer reporte.txt,leerArchivo
eh converti reporte.txt en formato pdf,archivoAaPDF
dale renombra datos.csv a plan_2025.txt,renombrar
necesito haceme producir reporte.docx,crea
elimina la palabra total de reporte.txt,sacarLoQueDice
dale converti documento.pdf en texto plano,PDFaTexto
cuando puedas ver todos los archivos .pdf en proyectos/,listarTipo
haceme el favor de respaldar informe.docx a backup/,copiar
necesito quita dato del archivo plan.txt,sacarLoQueDice
clonar  informe.docx  a  seguridad/,copiar
podes mostrame los .txt que haya en backup/,listarTipo
che guardar notas.txt a PDF,archivoAaPDF
podes abrir el archivo informe.txt,leerArchivo
che buscar reporte.docx en todo el disco,buscarArchivo
CUANDO PUEDAS REEMPLAZA HOLA POR NUEVO RESUMEN EN REPORTE.TXT,reemplazar
podes move imagenes/ dentro de backup/,movdic
necesito  mostrame  lo  que  dice  reporte.pfd,leerPDF
cuando puedas reemplaza hola por nuevo resumen en notas.txt,reemplazar
haceme el favor de converti reporte.txt en formato pdf,archivoAaPDF
cuando puedas hace texto de documento.pdf,PDFaTexto
reubicar la carpeta reportes/ a backup/,movdic
haceme el favor de pasa texto.txt a pdf,archivoAaPDF
podes inserta calculo antes de hola en notas.txt,modificaDondeDice
por favor copiar la carpeta proyectos/ en archivos/,dupdic
POR FAVOR HACE UNA COPIA DE PROYECTOS/ DENTRO DE RESPALDO/,dupdic
che podes hacer un archivo diario.txt,crea
podes abri notas.txt,leerArchivo
porfa mostrame lo que dice reporte.pdf,leerPDF
cuando puedas quiero leer reporte.txt,leerArchivo
necesito saca log.txt,eliminARchivo
eh encontrar el archivo llamado plan.pfd,buscarArchivo
por favor verificar el archibo llamado informe.txt,buscarArchivo
dale cambiar reporte.txt a PDF,archivoAaPDF
dale move reportes/ dentro de archivos/,movdic
eh agrega informacion actualizada donde diga dato en plan.txt,modificaDondeDice
seria bueno si cambia el nombre de plan.txt a notas_nuevo.txt,renombrar
quiero hace una copia de proyectos/ dentro de archivos/,dupdic
necesito deja notas.txt con el nombre reporte_final.docx,renombrar
necesito  reemplaza  resumen  por  chau  en  reporte.txt,reemplazar
che mostrame lo que dice reporte.pdf,leerPDF
convertir informe.txt a PDF,archivoAaPDF
por favor cambia dato por nuevo resumen dentro de plan.txt,reemplazar
cuando puedas hacer un archivo llamado notas.txt,crea
por favor inserta nuevo resumen antes de dato en plan.txt,modificaDondeDice
necesito escribi nuevo resumen despues de dato en notas.txt,modificaDondeDice
eh mostrame los .pdf que haya en docs/,listarTipo
traslada imagenes/ hacia archivos/,movdic
haceme el favor de reubicar la carpeta reportes/ a backup/,movdic
por favor leer el contenido de reporte.pdf,leerPDF
dale duplica imagenes/ a archivos/,dupdic
eh borra lo que diga resumen en plan.txt,sacarLoQueDice
porfa borra lo que diga dato en reporte.txt,sacarLoQueDice
seria bueno si hace una copia de imagenes/ dentro de archivos/,dupdic
podes necesito generar un nuevo archivo nuevo.txt,crea
eh ponele plan_2025.txt a datos.csv,renombrar
quiero localiza la carpeta documentos,buscarCarpeta
quiero leer el contenido de reporte.pdf,leerPDF
haceme el favor de mostrame lo que dice informe.pdf,leerPDF
dale  reemplaza  dato  por  nuevo  resumen  en  reporte.txt,reemplazar
